ATRNOMECIDADE,ATRSIGLAESTADO,ATRDATAINICIO,ATRDATAFINAL,ATRDOMINGO,ATRSEGUNDA,ATRTERCA,ATRQUARTA,ATRQUINTA,ATRSEXTA,ATRSABADO
Guaratinguetá,SP,20211106,20220210,S,S,S,S,S,S,S
Guaratinguetá,SP,20211104,20211104,S,S,S,S,S,S,S
Guaratinguetá,SP,20210831,20211101,S,S,S,S,S,S,S
Guaratinguetá,SP,20220217,20220217,N,N,S,N,S,N,N
Guaratinguetá,SP,20220215,20220215,N,N,S,N,S,N,N
Guaratinguetá,SP,20200320,20210829,S,S,S,S,S,S,S
São Paulo,SP,20210801,20211216,S,S,S,S,S,S,S
São Paulo,SP,20210411,20210411,S,S,S,S,S,S,S
São Paulo,SP,20210417,20210417,S,S,S,S,S,S,S
São Paulo,SP,20210421,20210421,S,S,S,S,S,S,S
São Paulo,SP,20210426,20210426,S,S,S,S,S,S,S
São Paulo,SP,20210429,20210429,S,S,S,S,S,S,S
São Paulo,SP,20210415,20210415,S,S,S,S,S,S,S
São Paulo,SP,20210419,20210419,S,S,S,S,S,S,S
São Paulo,SP,20210430,20210430,S,S,S,S,S,S,S
São Paulo,SP,20210405,20210405,S,S,S,S,S,S,S
São Paulo,SP,20210402,20210402,S,S,S,S,S,S,S
São Paulo,SP,20210407,20210407,S,S,S,S,S,S,S
São Paulo,SP,20210418,20210418,S,S,S,S,S,S,S
São Paulo,SP,20210425,20210425,S,S,S,S,S,S,S
São Paulo,SP,20210408,20210408,S,S,S,S,S,S,S
São Paulo,SP,20210423,20210423,S,S,S,S,S,S,S
São Paulo,SP,20210428,20210428,S,S,S,S,S,S,S
São Paulo,SP,20210403,20210403,S,S,S,S,S,S,S
São Paulo,SP,20210416,20210416,S,S,S,S,S,S,S
São Paulo,SP,20210420,20210420,S,S,S,S,S,S,S
São Paulo,SP,20210404,20210404,S,S,S,S,S,S,S
São Paulo,SP,20210401,20210401,S,S,S,S,S,S,S
São Paulo,SP,20210409,20210409,S,S,S,S,S,S,S
São Paulo,SP,20210422,20210422,S,S,S,S,S,S,S
São Paulo,SP,20210424,20210424,S,S,S,S,S,S,S
São Paulo,SP,20210427,20210427,S,S,S,S,S,S,S
São Paulo,SP,20210410,20210410,S,S,S,S,S,S,S
São Paulo,SP,20210414,20210414,S,S,S,S,S,S,S
São Paulo,SP,20210413,20210413,S,S,S,S,S,S,S
São Paulo,SP,20210412,20210412,S,S,S,S,S,S,S
São Paulo,SP,20210406,20210406,S,S,S,S,S,S,S
São Paulo,SP,20210601,20210630,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200331,S,S,S,S,S,S,S
São Paulo,SP,20210101,20210331,S,S,S,S,S,S,S
Guarulhos,SP,20200321,20211130,S,S,S,S,S,S,S
Guarulhos,SP,20230219,99991231,S,N,N,S,S,S,S
Guarulhos,SP,20220701,20230218,S,S,S,S,S,S,S
Guarulhos,SP,20210816,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200412,S,S,S,S,S,S,S
Bauru,SP,20200323,20211210,S,S,S,S,S,S,S
São Paulo,SP,20200422,20200423,S,S,S,S,S,S,S
São Paulo,SP,20200317,20200510,S,S,S,S,S,S,S
São Paulo,SP,20200512,20200518,S,S,S,S,S,S,S
São Paulo,SP,20200520,20200520,S,S,S,S,S,S,S
São Paulo,SP,20200522,20200526,S,S,S,S,S,S,S
São Paulo,SP,20200528,20200531,S,S,S,S,S,S,S
Presidente Prudente,SP,20211203,20211203,S,S,S,S,S,S,S
Presidente Prudente,SP,20211206,20211207,S,S,S,S,S,S,S
Presidente Prudente,SP,20211209,20211210,S,S,S,S,S,S,S
Presidente Prudente,SP,20211105,20211105,S,S,S,S,S,S,S
Presidente Prudente,SP,20211116,20211117,S,S,S,S,S,S,S
Presidente Prudente,SP,20211108,20211109,S,S,S,S,S,S,S
Presidente Prudente,SP,20211103,20211103,S,S,S,S,S,S,S
Presidente Prudente,SP,20211111,20211112,S,S,S,S,S,S,S
Presidente Prudente,SP,20211119,20211119,S,S,S,S,S,S,S
Presidente Prudente,SP,20211029,20211029,S,S,S,S,S,S,S
Presidente Prudente,SP,20211005,20211006,S,S,S,S,S,S,S
Presidente Prudente,SP,20211025,20211027,S,S,S,S,S,S,S
Presidente Prudente,SP,20211011,20211011,S,S,S,S,S,S,S
Presidente Prudente,SP,20211008,20211008,S,S,S,S,S,S,S
Presidente Prudente,SP,20211001,20211001,S,S,S,S,S,S,S
Presidente Prudente,SP,20211019,20211021,S,S,S,S,S,S,S
Presidente Prudente,SP,20210911,20210916,S,S,S,S,S,S,S
Presidente Prudente,SP,20211014,20211015,S,S,S,S,S,S,S
Presidente Prudente,SP,20210929,20210930,S,S,S,S,S,S,S
Presidente Prudente,SP,20210924,20210927,S,S,S,S,S,S,S
Presidente Prudente,SP,20210908,20210909,S,S,S,S,S,S,S
Presidente Prudente,SP,20210918,20210922,S,S,S,S,S,S,S
Presidente Prudente,SP,20200325,20200731,S,S,S,S,S,S,S
Presidente Prudente,SP,20211206,20211206,S,S,S,S,S,S,S
Presidente Prudente,SP,20211209,20211210,S,S,S,S,S,S,S
Presidente Prudente,SP,20211201,20211203,S,S,S,S,S,S,S
Presidente Prudente,SP,20211129,20211130,S,S,S,S,S,S,S
Presidente Prudente,SP,20211101,20211104,S,S,S,S,S,S,S
Presidente Prudente,SP,20211124,20211125,S,S,S,S,S,S,S
Presidente Prudente,SP,20211112,20211116,S,S,S,S,S,S,S
Presidente Prudente,SP,20211118,20211122,S,S,S,S,S,S,S
Presidente Prudente,SP,20211106,20211110,S,S,S,S,S,S,S
Presidente Prudente,SP,20210922,20210923,S,S,S,S,S,S,S
Presidente Prudente,SP,20211001,20211001,S,S,S,S,S,S,S
Presidente Prudente,SP,20210916,20210920,S,S,S,S,S,S,S
Presidente Prudente,SP,20210909,20210914,S,S,S,S,S,S,S
Presidente Prudente,SP,20211026,20211028,S,S,S,S,S,S,S
Presidente Prudente,SP,20210925,20210929,S,S,S,S,S,S,S
Presidente Prudente,SP,20200325,20200731,S,S,S,S,S,S,S
Duartina,SP,20200323,20211210,S,S,S,S,S,S,S
Bauru,SP,20210701,20211210,S,S,S,S,S,S,S
Bauru,SP,20210405,20210630,S,S,S,S,S,S,S
Bauru,SP,20200323,20210131,S,S,S,S,S,S,S
Indaiatuba,SP,20200326,20211205,S,S,S,S,S,S,S
Bauru,SP,20211122,20211128,S,S,S,S,S,S,S
Bauru,SP,20201002,20201002,S,S,S,S,S,S,S
Bauru,SP,20200912,20200929,S,S,S,S,S,S,S
Bauru,SP,20200804,20200810,S,S,S,S,S,S,S
Bauru,SP,20201123,20201127,S,S,S,S,S,S,S
Guarulhos,SP,20211016,20211024,S,S,S,S,S,S,S
Guarulhos,SP,20210308,20210308,S,S,S,S,S,S,S
Guarulhos,SP,20210317,20210317,S,S,S,S,S,S,S
Guarulhos,SP,20210318,20210318,S,S,S,S,S,S,S
Guarulhos,SP,20210310,20210310,S,S,S,S,S,S,S
Guarulhos,SP,20210311,20210311,S,S,S,S,S,S,S
Guarulhos,SP,20210309,20210309,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200406,S,S,S,S,S,S,S
Campinas,SP,20200320,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20210130,20211216,S,S,S,S,S,S,S
Presidente Prudente,SP,20210917,20210917,S,S,S,S,S,S,S
Presidente Prudente,SP,20210921,20211210,S,S,S,S,S,S,S
Presidente Prudente,SP,20210918,20210919,S,S,S,S,S,S,S
Presidente Prudente,SP,20200320,20210916,S,S,S,S,S,S,S
Presidente Prudente,SP,20210920,20210920,S,S,S,S,S,S,S
Guarulhos,SP,20230301,20230511,S,N,N,S,S,S,S
Guarulhos,SP,20230512,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200318,20201015,S,S,S,S,S,S,S
Guarulhos,SP,20200712,20201031,S,S,S,S,S,S,S
São Paulo,SP,20200921,20200925,S,S,S,S,S,S,S
São Paulo,SP,20201012,20201020,S,S,S,S,S,S,S
Indaiatuba,SP,20210205,20210205,S,S,S,S,S,S,S
Indaiatuba,SP,20210515,20210517,S,S,S,S,S,S,S
Indaiatuba,SP,20210402,20210404,S,S,S,S,S,S,S
Indaiatuba,SP,20210505,20210511,S,S,S,S,S,S,S
Indaiatuba,SP,20210501,20210502,S,S,S,S,S,S,S
Indaiatuba,SP,20210407,20210408,S,S,S,S,S,S,S
Indaiatuba,SP,20210527,20210605,S,S,S,S,S,S,S
Indaiatuba,SP,20210525,20210525,S,S,S,S,S,S,S
Indaiatuba,SP,20210427,20210428,S,S,S,S,S,S,S
Indaiatuba,SP,20210519,20210523,S,S,S,S,S,S,S
Indaiatuba,SP,20210410,20210425,S,S,S,S,S,S,S
Indaiatuba,SP,20210311,20210331,S,S,S,S,S,S,S
Indaiatuba,SP,20210212,20210218,S,S,S,S,S,S,S
Indaiatuba,SP,20210206,20210210,S,S,S,S,S,S,S
Indaiatuba,SP,20200321,20210204,S,S,S,S,S,S,S
Indaiatuba,SP,20210303,20210308,S,S,S,S,S,S,S
Indaiatuba,SP,20210220,20210225,S,S,S,S,S,S,S
Indaiatuba,SP,20210227,20210301,S,S,S,S,S,S,S
Indaiatuba,SP,20210302,20210302,S,S,S,S,S,S,S
Indaiatuba,SP,20210226,20210226,S,S,S,S,S,S,S
Indaiatuba,SP,20210219,20210219,S,S,S,S,S,S,S
Indaiatuba,SP,20210211,20210211,S,S,S,S,S,S,S
Arujá,SP,20200427,20200430,S,S,S,S,S,S,S
Carapicuíba,SP,20210513,20210513,S,S,S,S,S,S,S
Carapicuíba,SP,20210512,20210512,S,S,S,S,S,S,S
Carapicuíba,SP,20210508,20210508,S,S,S,S,S,S,S
Carapicuíba,SP,20210507,20210507,S,S,S,S,S,S,S
Carapicuíba,SP,20210502,20210502,S,S,S,S,S,S,S
Carapicuíba,SP,20210325,20210325,S,S,S,S,S,S,S
Carapicuíba,SP,20210316,20210316,S,S,S,S,S,S,S
Carapicuíba,SP,20210211,20210211,S,S,S,S,S,S,S
Carapicuíba,SP,20210210,20210210,S,S,S,S,S,S,S
Carapicuíba,SP,20210209,20210209,S,S,S,S,S,S,S
Carapicuíba,SP,20210206,20210206,S,S,S,S,S,S,S
Carapicuíba,SP,20210205,20210205,S,S,S,S,S,S,S
Carapicuíba,SP,20210204,20210204,S,S,S,S,S,S,S
Carapicuíba,SP,20201223,20201223,S,S,S,S,S,S,S
Carapicuíba,SP,20201129,20201129,S,S,S,S,S,S,S
Carapicuíba,SP,20201128,20201128,S,S,S,S,S,S,S
Guarulhos,SP,20211231,20220410,S,S,S,S,S,S,S
Guarulhos,SP,20210701,20211231,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20210127,S,S,S,S,S,S,S
Guarulhos,SP,20221020,20221123,S,S,S,S,S,S,S
Guarulhos,SP,20221124,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200407,S,S,S,S,S,S,S
Guarulhos,SP,20200819,20200831,S,S,S,S,S,S,S
Guarulhos,SP,20200805,20200818,S,S,S,S,S,S,S
Campinas,SP,20211221,20211221,S,S,S,S,S,S,S
Campinas,SP,20210701,20211219,S,S,S,S,S,S,S
Indaiatuba,SP,20210531,20210602,S,S,S,S,S,S,S
Indaiatuba,SP,20210301,20210301,S,S,S,S,S,S,S
Indaiatuba,SP,20210305,20210305,S,S,S,S,S,S,S
Indaiatuba,SP,20210228,20210228,S,S,S,S,S,S,S
Presidente Prudente,SP,20210906,20210930,S,S,S,S,S,S,S
Presidente Prudente,SP,20211001,20211210,S,S,S,S,S,S,S
Presidente Prudente,SP,20210823,20210823,S,S,S,S,S,S,S
Presidente Prudente,SP,20210827,20210827,S,S,S,S,S,S,S
Presidente Prudente,SP,20200514,20210815,S,S,S,S,S,S,S
Taubaté,SP,20200320,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200412,S,S,S,S,S,S,S
São José dos Campos,SP,20230403,20230409,N,N,N,N,N,N,N
São José dos Campos,SP,20230410,99991231,S,N,N,S,S,S,S
São José dos Campos,SP,20221101,20221130,S,S,S,S,S,S,S
São José dos Campos,SP,20200324,20200412,S,S,S,S,S,S,S
São José dos Campos,SP,20210317,20210317,S,S,S,S,S,S,S
São José dos Campos,SP,20200427,20200430,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20200318,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20220428,S,S,S,S,S,S,S
Guarulhos,SP,20220429,99991231,S,S,S,S,S,S,S
São José dos Campos,SP,20221101,20221113,S,S,S,S,S,S,S
São José dos Campos,SP,20200326,20200412,S,S,S,S,S,S,S
Jundiaí,SP,20210310,20220112,S,S,S,S,S,S,S
Jundiaí,SP,20200321,20210127,S,S,S,S,S,S,S
Campinas,SP,20200320,20200714,S,S,S,S,S,S,S
Valinhos,SP,20230323,99991231,S,S,S,S,S,S,S
Valinhos,SP,20220411,20221209,S,S,S,S,S,S,S
Valinhos,SP,20220101,20220410,S,S,S,S,S,S,S
Valinhos,SP,20210701,20211231,S,S,S,S,S,S,S
Valinhos,SP,20210401,20210630,S,S,S,S,S,S,S
Valinhos,SP,20210127,20210331,S,S,S,S,S,S,S
Valinhos,SP,20200323,20210126,S,S,S,S,S,S,S
Guarulhos,SP,20200715,20200814,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200531,S,S,S,S,S,S,S
Guarulhos,SP,20200808,20200823,S,S,S,S,S,S,S
Guarulhos,SP,20200325,20200412,S,S,S,S,S,S,S
Hortolândia,SP,20220914,99991231,S,S,S,S,S,S,S
Hortolândia,SP,20210701,20211124,S,S,S,S,S,S,S
Hortolândia,SP,20211125,20220914,S,S,S,S,S,S,S
Hortolândia,SP,20210401,20210630,S,S,S,S,S,S,S
Hortolândia,SP,20210127,20210331,S,S,S,S,S,S,S
Hortolândia,SP,20200323,20210126,S,S,S,S,S,S,S
Aguaí,SP,20220621,99991231,S,S,S,S,S,S,S
Aguaí,SP,20220103,20220620,S,S,S,S,S,S,S
Aguaí,SP,20210701,20211110,S,S,S,S,S,S,S
Aguaí,SP,20210401,20210630,S,S,S,S,S,S,S
Aguaí,SP,20201222,20210331,S,S,S,S,S,S,S
Campinas,SP,20220701,99991231,S,S,S,S,S,S,S
Campinas,SP,20210701,20220630,S,S,S,S,S,S,S
Campinas,SP,20210401,20210630,S,S,S,S,S,S,S
Campinas,SP,20210127,20210331,S,S,S,S,S,S,S
Campinas,SP,20200323,20210126,S,S,S,S,S,S,S
Campinas,SP,20220426,99991231,S,S,S,S,S,S,S
Campinas,SP,20200320,20220425,S,S,S,S,S,S,S
Guarulhos,SP,20200506,20200927,S,S,S,S,S,S,S
Guarulhos,SP,20200323,20200405,S,S,S,S,S,S,S
Guarulhos,SP,20210213,20210930,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20201125,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200404,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200406,S,S,S,S,S,S,S
São José dos Campos,SP,20221101,20221130,S,S,S,S,S,S,S
Campinas,SP,20200405,20200630,S,S,S,S,S,S,S
Campinas,SP,20200324,20200406,S,S,S,S,S,S,S
Campinas,SP,20211218,20211222,S,S,S,S,S,S,S
Campinas,SP,20210522,20210914,S,S,S,S,S,S,S
Campinas,SP,20210331,20210519,S,S,S,S,S,S,S
Campinas,SP,20210305,20210329,S,S,S,S,S,S,S
Campinas,SP,20210122,20210202,S,S,S,S,S,S,S
Campinas,SP,20210226,20210303,S,S,S,S,S,S,S
Campinas,SP,20210213,20210223,S,S,S,S,S,S,S
Campinas,SP,20210204,20210209,S,S,S,S,S,S,S
Campinas,SP,20200321,20210120,S,S,S,S,S,S,S
Campinas,SP,20210807,20211110,S,S,S,S,S,S,S
Campinas,SP,20211113,20211205,S,S,S,S,S,S,S
Campinas,SP,20210703,20210804,S,S,S,S,S,S,S
Campinas,SP,20210701,20210701,S,S,S,S,S,S,S
Campinas,SP,20210608,20210628,S,S,S,S,S,S,S
Campinas,SP,20210522,20210524,S,S,S,S,S,S,S
Campinas,SP,20210308,20210308,S,S,S,S,S,S,S
Campinas,SP,20210307,20210307,S,S,S,S,S,S,S
Campinas,SP,20210309,20210309,S,S,S,S,S,S,S
Campinas,SP,20210312,20210312,S,S,S,S,S,S,S
Campinas,SP,20210314,20210314,S,S,S,S,S,S,S
Campinas,SP,20210325,20210325,S,S,S,S,S,S,S
Campinas,SP,20210327,20210327,S,S,S,S,S,S,S
Campinas,SP,20210328,20210328,S,S,S,S,S,S,S
Campinas,SP,20210331,20210331,S,S,S,S,S,S,S
Campinas,SP,20210310,20210310,S,S,S,S,S,S,S
Campinas,SP,20210305,20210305,S,S,S,S,S,S,S
Campinas,SP,20210315,20210315,S,S,S,S,S,S,S
Campinas,SP,20210317,20210317,S,S,S,S,S,S,S
Campinas,SP,20210319,20210319,S,S,S,S,S,S,S
Campinas,SP,20210321,20210321,S,S,S,S,S,S,S
Campinas,SP,20210322,20210322,S,S,S,S,S,S,S
Campinas,SP,20210329,20210329,S,S,S,S,S,S,S
Campinas,SP,20210330,20210330,S,S,S,S,S,S,S
Campinas,SP,20210326,20210326,S,S,S,S,S,S,S
Campinas,SP,20210306,20210306,S,S,S,S,S,S,S
Campinas,SP,20210311,20210311,S,S,S,S,S,S,S
Campinas,SP,20210313,20210313,S,S,S,S,S,S,S
Campinas,SP,20210316,20210316,S,S,S,S,S,S,S
Campinas,SP,20210318,20210318,S,S,S,S,S,S,S
Campinas,SP,20210320,20210320,S,S,S,S,S,S,S
Campinas,SP,20210323,20210323,S,S,S,S,S,S,S
Campinas,SP,20210324,20210324,S,S,S,S,S,S,S
Campinas,SP,20210605,20210606,S,S,S,S,S,S,S
Campinas,SP,20210504,20210519,S,S,S,S,S,S,S
Campinas,SP,20200316,20200811,S,S,S,S,S,S,S
Campinas,SP,20200814,20200818,S,S,S,S,S,S,S
Campinas,SP,20210401,20210502,S,S,S,S,S,S,S
Campinas,SP,20210204,20210209,S,S,S,S,S,S,S
Campinas,SP,20201101,20201231,S,S,S,S,S,S,S
Campinas,SP,20210225,20210303,S,S,S,S,S,S,S
Campinas,SP,20210223,20210223,S,S,S,S,S,S,S
Campinas,SP,20210211,20210216,S,S,S,S,S,S,S
Campinas,SP,20210101,20210124,S,S,S,S,S,S,S
Campinas,SP,20210218,20210221,S,S,S,S,S,S,S
Campinas,SP,20210125,20210202,S,S,S,S,S,S,S
Campinas,SP,20211207,20211207,S,S,S,S,S,S,S
Campinas,SP,20210116,20211205,S,S,S,S,S,S,S
Campinas,SP,20200316,20210114,S,S,S,S,S,S,S
Campinas,SP,20211125,99991231,S,S,S,S,S,S,S
Campinas,SP,20210701,20211124,S,S,S,S,S,S,S
Campinas,SP,20210401,20210630,S,S,S,S,S,S,S
Campinas,SP,20210127,20210331,S,S,S,S,S,S,S
Campinas,SP,20200323,20210126,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211101,20211130,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211201,20211226,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210601,20210928,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210929,20210930,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210502,20210531,S,S,S,S,S,S,S
Presidente Prudente,SP,20211202,20211203,S,S,S,S,S,S,S
Presidente Prudente,SP,20211206,20211207,S,S,S,S,S,S,S
Presidente Prudente,SP,20211210,20211210,S,S,S,S,S,S,S
Presidente Prudente,SP,20211109,20211111,S,S,S,S,S,S,S
Presidente Prudente,SP,20211027,20211031,S,S,S,S,S,S,S
Presidente Prudente,SP,20211015,20211019,S,S,S,S,S,S,S
Presidente Prudente,SP,20211011,20211014,S,S,S,S,S,S,S
Presidente Prudente,SP,20211005,20211007,S,S,S,S,S,S,S
Presidente Prudente,SP,20211001,20211003,S,S,S,S,S,S,S
Presidente Prudente,SP,20211021,20211025,S,S,S,S,S,S,S
Presidente Prudente,SP,20211101,20211107,S,S,S,S,S,S,S
Presidente Prudente,SP,20211123,20211130,S,S,S,S,S,S,S
Presidente Prudente,SP,20211113,20211118,S,S,S,S,S,S,S
Presidente Prudente,SP,20210930,20210930,S,S,S,S,S,S,S
Presidente Prudente,SP,20210925,20210928,S,S,S,S,S,S,S
Presidente Prudente,SP,20210906,20210907,S,S,S,S,S,S,S
Presidente Prudente,SP,20210909,20210914,S,S,S,S,S,S,S
Presidente Prudente,SP,20210921,20210923,S,S,S,S,S,S,S
Presidente Prudente,SP,20210916,20210919,S,S,S,S,S,S,S
Presidente Prudente,SP,20200410,20200719,S,S,S,S,S,S,S
Campinas,SP,20200320,20220428,S,S,S,S,S,S,S
Campinas,SP,20220429,99991231,S,S,S,S,S,S,S
São Paulo,SP,20200319,20211110,S,S,S,S,S,S,S
São Paulo,SP,20211218,20211219,S,S,S,S,S,S,S
São Paulo,SP,20210731,20211216,S,S,S,S,S,S,S
São Paulo,SP,20210519,20210728,S,S,S,S,S,S,S
São Paulo,SP,20200323,20210517,S,S,S,S,S,S,S
Indaiatuba,SP,20210510,20210512,S,S,S,S,S,S,S
Indaiatuba,SP,20201211,20201215,S,S,S,S,S,S,S
Guarulhos,SP,20221031,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200426,20200823,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20200405,S,S,S,S,S,S,S
Guarulhos,SP,20210318,20210318,S,S,S,S,S,S,S
Guarulhos,SP,20210317,20210317,S,S,S,S,S,S,S
Guarulhos,SP,20200401,20200402,S,S,S,S,S,S,S
São Vicente,SP,20200911,20200915,S,S,S,S,S,S,S
Indaiatuba,SP,20200325,20210419,S,S,S,S,S,S,S
Indaiatuba,SP,20210421,20211205,S,S,S,S,S,S,S
Arujá,SP,20210901,20211216,S,S,S,S,S,S,S
Arujá,SP,20201101,20210831,S,S,S,S,S,S,S
São Paulo,SP,20230116,20230215,S,S,S,S,S,S,S
São Paulo,SP,20220704,20230115,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220410,S,S,S,S,S,S,S
Campinas,SP,20210605,20210606,S,S,S,S,S,S,S
Campinas,SP,20210608,20210831,S,S,S,S,S,S,S
Campinas,SP,20200316,20210524,S,S,S,S,S,S,S
São Paulo,SP,20200402,20201222,S,S,S,S,S,S,S
Guarulhos,SP,20200806,20200823,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200407,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200406,S,S,S,S,S,S,S
Campinas,SP,20230219,99991231,S,N,N,S,S,S,S
Campinas,SP,20220701,20230218,S,S,S,S,S,S,S
Campinas,SP,20220311,20220630,N,N,N,N,N,N,N
Campinas,SP,20220309,20220310,N,N,N,S,S,N,N
Campinas,SP,20200323,20200716,S,S,S,S,S,S,S
Campinas,SP,20210329,20210401,S,S,S,S,S,S,S
Campinas,SP,20210412,20210416,S,S,S,S,S,S,S
Campinas,SP,20210308,20210312,S,S,S,S,S,S,S
Piracicaba,SP,20220601,20221231,S,S,S,S,S,S,S
Piracicaba,SP,20200318,20220508,S,S,S,S,S,S,S
Valinhos,SP,20201201,20211207,S,S,S,S,S,S,S
Valinhos,SP,20201101,20201130,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200406,S,S,S,S,S,S,S
Carapicuíba,SP,20200324,20200406,S,S,S,S,S,S,S
Guarulhos,SP,20230219,99991231,S,N,N,S,S,S,S
Guarulhos,SP,20220701,20230218,S,S,S,S,S,S,S
Guarulhos,SP,20200323,20220630,S,S,S,S,S,S,S
Santana de Parnaíba,SP,20220309,20220310,S,S,S,S,S,S,S
Santana de Parnaíba,SP,20200319,20211130,S,S,S,S,S,S,S
Guarulhos,SP,20200930,20201021,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200406,S,S,S,S,S,S,S
Campinas,SP,20210118,20210118,S,S,S,S,S,S,S
Campinas,SP,20210112,20210112,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200504,S,S,S,S,S,S,S
Guarulhos,SP,20220701,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20211101,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200504,S,S,S,S,S,S,S
Guarulhos,SP,20220615,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20220614,S,S,S,S,S,S,S
Presidente Prudente,SP,20210212,20210815,S,S,S,S,S,S,S
Presidente Prudente,SP,20200609,20210210,S,S,S,S,S,S,S
Guarulhos,SP,20201015,20201017,S,S,S,S,S,S,S
Guarulhos,SP,20200427,20200430,S,S,S,S,S,S,S
Guarulhos,SP,20210216,20210216,S,S,S,S,S,S,S
Praia Grande,SP,20210216,20210216,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211201,20211205,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200319,20211129,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200320,20211205,S,S,S,S,S,S,S
Campinas,SP,20200320,20211205,S,S,S,S,S,S,S
São José dos Campos,SP,20230219,99991231,S,N,N,S,S,S,S
São José dos Campos,SP,20210503,20210930,N,N,N,N,N,N,N
São José dos Campos,SP,20221010,20230218,S,S,S,S,S,S,S
São José dos Campos,SP,20220701,20221009,S,S,S,S,S,S,S
São José dos Campos,SP,20211001,20220630,S,S,S,S,S,S,S
São José dos Campos,SP,20200321,20200731,S,S,S,S,S,S,S
São José dos Campos,SP,20210201,20210502,S,S,S,S,S,S,S
Guarulhos,SP,20220621,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200318,20220620,S,S,S,S,S,S,S
São Paulo,SP,20200320,20201031,S,S,S,S,S,S,S
Morungaba,SP,20210531,20210602,S,S,S,S,S,S,S
Caçapava,SP,20211215,99991231,S,S,S,S,S,S,S
Caçapava,SP,20200319,20211213,S,S,S,S,S,S,S
Nazaré Paulista,SP,20200318,20211216,S,S,S,S,S,S,S
São Paulo,SP,20210621,20210623,S,S,S,S,S,S,S
São Paulo,SP,20210510,20210510,S,S,S,S,S,S,S
São Paulo,SP,20210504,20210506,S,S,S,S,S,S,S
São Paulo,SP,20210203,20210204,S,S,S,S,S,S,S
São Paulo,SP,20210113,20210127,S,S,S,S,S,S,S
São Paulo,SP,20201201,20201206,S,S,S,S,S,S,S
São Paulo,SP,20201124,20201130,S,S,S,S,S,S,S
Guarulhos,SP,20200401,20200402,S,S,S,S,S,S,S
Guarulhos,SP,20200710,20200720,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211106,20211109,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210922,20210927,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211007,20211012,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211022,20211027,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210911,20210920,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211111,20211205,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210701,20210909,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210929,20210929,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211014,20211020,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211001,20211005,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211029,20211104,S,S,S,S,S,S,S
Ribeirão Preto,SP,20201008,20210630,S,S,S,S,S,S,S
Presidente Prudente,SP,20210801,20210930,S,S,S,S,S,S,S
Presidente Prudente,SP,20210522,20211231,S,S,S,S,S,S,S
Presidente Prudente,SP,20200314,20200326,S,S,S,S,S,S,S
Bauru,SP,20211122,20211128,S,S,S,S,S,S,S
Bauru,SP,20201123,20201127,S,S,S,S,S,S,S
Itaquaquecetuba,SP,20200317,20220630,S,S,S,S,S,S,S
